customer_id,months_active,logins_per_month,support_tickets,plan,ltv,is_churned,nps_score
F0483,27.0,87.0,3.0,Professional,3522.52,0,3
F0484,4.0,69.0,3.0,Professional,1509.43,0,0
F0485,12.0,0.0,3.0,Professional,3022.03,0,6
F0486,29.0,120.0,1.0,Enterprise,10416.52,0,8
F0487,7.0,,7.0,Starter,275.53,1,4
F0488,1.0,1.0,0.0,Starter,1416.39,1,0
F0489,28.0,142.0,0.0,Enterprise,13777.36,0,7
F0490,26.0,131.0,0.0,Enterprise,33238.04,0,8
F0491,,84.0,1.0,Professional,4856.89,0,5
F0492,1.0,37.0,2.0,Professional,4490.64,0,4
F0493,4.0,24.0,5.0,Starter,925.14,1,5
F0494,1.0,16.0,7.0,Starter,1415.92,1,2
F0495,19.0,99.0,4.0,Professional,4439.71,0,5
F0496,26.0,124.0,1.0,Professional,2335.9,0,6
F0497,48.0,93.0,0.0,Professional,7221.12,0,0
F0498,7.0,19.0,4.0,Starter,913.95,0,4
F0499,22.0,189.0,4.0,Enterprise,9998.12,0,9
F0500,43.0,138.0,0.0,Enterprise,22292.88,0,8
F0501,14.0,32.0,5.0,Professional,5707.75,1,5
F0502,24.0,54.0,1.0,Professional,3291.29,0,5
F0503,1.0,22.0,10.0,Starter,1620.65,0,4
F0504,38.0,144.0,0.0,Enterprise,26083.95,0,8
F0505,16.0,26.0,1.0,Professional,,0,8
F0506,2.0,4.0,10.0,Starter,899.57,1,3
F0507,22.0,109.0,1.0,Enterprise,33971.71,1,6
F0508,,136.0,0.0,Enterprise,15403.11,0,10
F0509,13.0,139.0,0.0,Enterprise,23598.05,0,8
F0510,4.0,58.0,0.0,Professional,3508.86,0,8
F0511,1.0,34.0,2.0,Professional,6341.23,1,8
F0512,1.0,98.0,6.0,Professional,1810.64,0,7
F0513,19.0,87.0,0.0,Enterprise,9239.13,0,8
F0514,22.0,159.0,0.0,Enterprise,29893.25,0,8
F0515,1.0,22.0,8.0,Starter,925.11,1,1
F0516,1.0,27.0,4.0,Starter,748.24,0,7
F0517,10.0,43.0,1.0,Professional,5448.92,0,4
F0518,28.0,115.0,0.0,Enterprise,26951.28,0,8
F0519,39.0,121.0,1.0,Enterprise,13432.44,0,8
F0520,4.0,10.0,8.0,Starter,452.32,0,3
F0521,7.0,60.0,2.0,Professional,,1,4
F0522,4.0,94.0,4.0,Professional,5332.82,0,8
F0523,47.0,81.0,2.0,Enterprise,18533.14,0,0
F0524,22.0,100.0,1.0,Enterprise,29638.93,0,8
F0525,30.0,97.0,3.0,Enterprise,22179.29,0,8
F0526,3.0,52.0,2.0,Professional,3070.81,0,8
F0527,18.0,51.0,2.0,Professional,2843.78,0,5
F0528,1.0,22.0,5.0,Starter,854.03,0,7
F0529,23.0,15.0,10.0,Starter,1733.8,0,4
F0530,44.0,129.0,1.0,Enterprise,9659.09,0,9
F0531,23.0,131.0,1.0,Enterprise,13900.2,0,8
F0532,38.0,127.0,0.0,Enterprise,32115.1,0,8
F0533,23.0,141.0,0.0,Enterprise,11286.83,0,9
F0534,24.0,51.0,5.0,Professional,5592.57,0,10
F0535,2.0,96.0,2.0,Professional,,1,9
F0536,,196.0,1.0,Enterprise,24358.4,0,9
F0537,31.0,141.0,0.0,Enterprise,18343.81,0,9
F0538,11.0,17.0,8.0,Starter,293.19,1,2
F0539,17.0,70.0,3.0,Professional,,0,6
F0540,7.0,3.0,6.0,Starter,1397.78,0,2
F0541,27.0,125.0,2.0,Enterprise,26367.36,1,8
F0542,2.0,36.0,2.0,Professional,5640.72,0,6
F0543,5.0,20.0,5.0,Starter,1050.43,1,1
F0544,5.0,36.0,3.0,Professional,4876.57,0,6
F0545,5.0,46.0,4.0,Professional,5631.66,0,6
F0546,21.0,8.0,2.0,Professional,,0,5
F0547,11.0,3.0,8.0,Starter,1344.27,1,4
F0548,23.0,63.0,3.0,Professional,5315.15,0,3
F0549,3.0,33.0,3.0,Professional,2512.95,0,4
F0550,11.0,81.0,1.0,Professional,2869.01,0,8
F0551,3.0,31.0,2.0,Professional,3191.46,0,6
F0552,36.0,133.0,0.0,Enterprise,32830.86,0,8
F0553,4.0,35.0,2.0,Professional,6436.07,0,4
F0554,5.0,64.0,0.0,Professional,5093.63,0,6
F0555,33.0,73.0,2.0,Enterprise,14805.54,0,6
F0556,11.0,43.0,2.0,Professional,2220.79,1,7
F0557,14.0,6.0,5.0,Starter,1807.64,1,7
F0558,1.0,23.0,3.0,Starter,1796.07,1,1
F0559,13.0,66.0,3.0,Professional,2219.52,0,4
F0560,10.0,24.0,6.0,Professional,6681.91,0,6
F0561,8.0,49.0,3.0,Professional,4403.19,0,8
F0562,2.0,7.0,9.0,Starter,715.54,1,3
F0563,2.0,24.0,10.0,Starter,1504.3,0,1
F0564,1.0,27.0,4.0,Starter,1267.23,0,3
F0565,2.0,18.0,2.0,Professional,6570.2,0,3
F0566,1.0,75.0,3.0,Professional,1983.14,0,4
F0567,8.0,34.0,4.0,Professional,3570.82,0,0
F0568,1.0,48.0,2.0,Professional,3575.56,0,4
F0569,46.0,120.0,0.0,Enterprise,16903.33,0,7
F0570,11.0,33.0,3.0,Starter,1054.71,0,0
F0571,5.0,29.0,4.0,Professional,3339.59,1,6
F0572,3.0,75.0,2.0,Professional,4388.49,0,3
F0573,1.0,25.0,4.0,Professional,3890.55,1,6
F0574,,23.0,2.0,Professional,6279.42,0,5
F0575,,,1.0,Enterprise,24294.52,0,9
F0576,40.0,120.0,1.0,Enterprise,25647.99,0,9
F0577,4.0,0.0,5.0,Starter,500.11,0,2
F0578,12.0,154.0,0.0,Enterprise,16788.56,1,9
F0579,10.0,1.0,3.0,Professional,1637.58,0,4
F0580,3.0,13.0,6.0,Starter,305.91,1,6
F0581,1.0,88.0,4.0,Professional,3222.85,0,4
F0582,37.0,186.0,1.0,Enterprise,9767.52,0,8
F0583,3.0,45.0,4.0,Professional,,0,5
F0584,13.0,0.0,5.0,Starter,1996.45,1,1
F0585,17.0,87.0,2.0,Professional,2155.3,0,7
F0586,20.0,23.0,6.0,Starter,1660.34,0,2
F0587,1.0,10.0,7.0,Starter,325.75,0,1
F0588,17.0,8.0,7.0,Starter,1372.84,0,1
F0589,2.0,7.0,5.0,Starter,1322.0,1,2
F0590,2.0,11.0,6.0,Starter,1815.16,0,6
F0591,1.0,18.0,9.0,Starter,316.5,0,6
F0592,1.0,40.0,2.0,Professional,3550.39,0,4
F0593,5.0,10.0,3.0,Starter,272.48,0,3
F0594,3.0,21.0,7.0,Starter,874.03,0,3
F0595,12.0,75.0,0.0,Enterprise,32613.02,0,7
F0596,11.0,45.0,1.0,Professional,6579.9,1,0
F0597,22.0,13.0,1.0,Professional,6198.85,0,7
F0598,6.0,16.0,3.0,Starter,1112.75,0,5
F0599,1.0,0.0,7.0,Starter,1778.62,1,4
F0600,11.0,23.0,4.0,Starter,953.94,1,1
F0601,7.0,1.0,4.0,Starter,384.4,0,4
F0602,1.0,0.0,6.0,Starter,1691.41,1,1
F0603,1.0,11.0,6.0,Starter,631.31,1,5
F0604,4.0,32.0,11.0,Starter,201.9,1,4
F0605,,22.0,2.0,Starter,339.47,0,1
F0606,17.0,6.0,4.0,Professional,5458.88,0,9
F0607,2.0,1.0,4.0,Starter,1253.46,1,1
F0608,24.0,45.0,4.0,Professional,3191.19,0,7
F0609,8.0,110.0,3.0,Professional,6226.67,0,7
F0610,2.0,31.0,1.0,Professional,6528.66,1,3
F0611,1.0,5.0,11.0,Starter,1848.95,1,3
F0612,8.0,93.0,5.0,Professional,5302.09,0,2
F0613,14.0,59.0,3.0,Professional,6566.25,0,1
F0614,7.0,25.0,7.0,Starter,1530.89,1,1
F0615,42.0,98.0,1.0,Enterprise,14960.84,0,7
F0616,16.0,116.0,1.0,Enterprise,16376.1,0,9
F0617,4.0,28.0,6.0,Starter,1009.12,0,4
F0618,13.0,13.0,4.0,Starter,136.17,1,4
F0619,37.0,153.0,1.0,Enterprise,16029.74,0,7
F0620,10.0,64.0,1.0,Professional,4580.24,0,4
F0621,17.0,4.0,9.0,Starter,305.33,1,2
F0622,4.0,14.0,7.0,Starter,339.92,1,1
F0623,12.0,79.0,2.0,Professional,4511.04,0,4
F0624,1.0,71.0,4.0,Professional,6251.27,0,6
F0625,5.0,53.0,1.0,Professional,6919.37,1,4
F0626,1.0,7.0,2.0,Professional,5051.04,0,5
F0627,9.0,10.0,3.0,Professional,4585.87,0,7
F0628,27.0,15.0,1.0,Professional,3997.82,0,4
F0629,5.0,9.0,5.0,Starter,466.6,0,1
F0630,1.0,11.0,14.0,Starter,378.47,0,5
F0631,4.0,18.0,2.0,Professional,6647.33,0,6
F0632,47.0,150.0,0.0,Enterprise,20555.18,0,8
F0633,17.0,23.0,2.0,Professional,,0,7
F0634,16.0,20.0,2.0,Professional,6076.54,0,6
F0635,4.0,15.0,9.0,Starter,468.4,0,0
F0636,4.0,79.0,3.0,Professional,4817.0,0,10
F0637,2.0,106.0,2.0,Professional,4386.11,0,3
F0638,1.0,20.0,2.0,Starter,905.36,1,2
F0639,2.0,30.0,4.0,Starter,1130.88,0,0
F0640,5.0,24.0,2.0,Professional,7883.53,0,6
F0641,5.0,36.0,5.0,Starter,1644.51,0,5
F0642,5.0,0.0,2.0,Starter,1817.05,1,4
F0643,,,,Starter,156.32,0,6
F0644,2.0,20.0,4.0,Starter,366.64,1,1
F0645,1.0,0.0,5.0,Starter,261.05,0,6
F0646,27.0,,0.0,Enterprise,15107.24,0,9
F0647,5.0,,3.0,Professional,4372.3,0,3
F0648,1.0,47.0,3.0,Professional,5673.35,0,7
F0649,21.0,,,Professional,4755.4,0,5
F0650,8.0,55.0,5.0,Professional,7370.7,0,4
F0651,1.0,10.0,7.0,Starter,1885.73,0,0
F0652,6.0,0.0,5.0,Professional,2562.89,1,3
F0653,13.0,66.0,2.0,Professional,7043.93,0,7
F0654,31.0,74.0,2.0,Professional,4631.19,0,7
F0655,2.0,12.0,4.0,Professional,4446.64,1,5
F0656,10.0,14.0,7.0,Starter,1591.38,1,5
F0657,13.0,,7.0,Starter,276.97,1,5
F0658,24.0,79.0,2.0,Professional,7236.21,0,6
F0659,10.0,36.0,7.0,Professional,5860.61,0,4
F0660,9.0,33.0,1.0,Professional,7189.2,1,6
F0661,5.0,43.0,1.0,Professional,7964.1,0,6
F0662,21.0,158.0,1.0,Enterprise,21986.12,0,9
F0663,11.0,81.0,0.0,Professional,2106.2,0,7
F0664,2.0,14.0,5.0,Starter,416.4,0,0
F0665,6.0,25.0,8.0,Starter,,0,2
F0666,8.0,0.0,4.0,Starter,296.75,0,1
F0667,1.0,22.0,11.0,Starter,1649.15,0,5
F0668,8.0,,4.0,Starter,664.05,1,3
F0669,3.0,32.0,11.0,Starter,1954.18,1,4
F0670,9.0,4.0,2.0,Starter,1434.92,0,1
F0671,2.0,,4.0,Starter,429.52,0,6
F0672,15.0,136.0,1.0,Enterprise,20853.15,0,7
F0673,9.0,21.0,2.0,Starter,987.08,0,5
F0674,6.0,43.0,,Professional,4701.33,0,6
F0675,7.0,64.0,2.0,Professional,4981.99,0,5
F0676,21.0,134.0,1.0,Enterprise,8841.67,0,8
F0677,1.0,18.0,5.0,Starter,1403.97,0,2
F0678,3.0,44.0,6.0,Professional,4666.75,0,8
F0679,16.0,135.0,3.0,Enterprise,29356.07,0,8
F0680,15.0,162.0,1.0,Enterprise,30014.44,0,7
F0681,10.0,83.0,0.0,Enterprise,14224.45,0,8
F0682,8.0,6.0,4.0,Starter,192.0,0,4
F0683,2.0,15.0,6.0,Starter,1436.14,0,5
F0684,1.0,28.0,1.0,Professional,7855.46,0,4
F0685,33.0,65.0,1.0,Enterprise,20059.77,0,7
F0686,6.0,82.0,4.0,Professional,3187.48,0,6
F0687,15.0,0.0,2.0,Professional,2518.37,0,7
F0688,30.0,10.0,3.0,Starter,,0,1
F0689,2.0,73.0,2.0,Professional,3631.48,0,7
F0690,3.0,17.0,3.0,Starter,905.36,1,3
F0691,2.0,11.0,11.0,Starter,,1,3
F0692,3.0,27.0,6.0,Professional,3275.56,0,10
F0693,2.0,63.0,2.0,Professional,1831.35,0,5
F0694,1.0,5.0,5.0,Starter,809.23,0,5
F0695,10.0,17.0,6.0,Starter,1725.7,0,5
F0696,5.0,,2.0,Professional,4739.28,1,3
F0697,3.0,16.0,13.0,Starter,1933.09,1,1
F0698,24.0,38.0,3.0,Professional,4773.54,1,7
F0699,7.0,35.0,5.0,Starter,624.21,1,1
F0700,1.0,63.0,2.0,Professional,2756.54,0,2
F0701,8.0,48.0,1.0,Professional,6014.41,0,8
F0702,2.0,17.0,5.0,Starter,1119.12,1,0
F0703,7.0,7.0,6.0,Starter,1247.6,1,2
F0704,6.0,11.0,6.0,Starter,1534.74,1,7
F0705,5.0,38.0,9.0,Starter,1479.22,1,1
F0706,41.0,96.0,0.0,Enterprise,9170.81,0,7
F0707,1.0,14.0,8.0,Starter,1624.89,0,3
F0708,45.0,106.0,1.0,Enterprise,22382.99,0,8
F0709,1.0,4.0,3.0,Starter,844.25,0,2
F0710,18.0,65.0,4.0,Professional,4993.88,1,3
F0711,36.0,55.0,2.0,Professional,5480.93,0,9
F0712,1.0,77.0,6.0,Professional,2471.79,1,6
F0713,2.0,75.0,1.0,Professional,4213.2,0,7
F0714,20.0,77.0,4.0,Professional,3681.31,0,5
F0715,13.0,5.0,5.0,Starter,765.78,0,4
F0716,29.0,139.0,2.0,Enterprise,10466.04,0,9
F0717,29.0,139.0,0.0,Enterprise,12315.77,0,7
F0718,37.0,89.0,0.0,Enterprise,12369.47,0,8
F0719,7.0,11.0,12.0,Starter,809.13,1,5
F0720,3.0,18.0,1.0,Professional,7314.2,0,9
F0721,23.0,140.0,0.0,Enterprise,13562.74,0,0
F0722,1.0,21.0,4.0,Starter,890.77,0,4
F0723,1.0,29.0,9.0,Starter,692.06,0,6
F0724,7.0,49.0,0.0,Professional,6617.99,1,1
F0725,8.0,66.0,1.0,Professional,1825.82,0,9
F0726,19.0,149.0,1.0,Enterprise,13306.67,0,7
F0727,3.0,7.0,12.0,Starter,500.22,1,3
F0728,2.0,32.0,0.0,Professional,7954.26,0,6
F0729,1.0,7.0,9.0,Starter,1184.47,0,3
F0730,2.0,11.0,5.0,Starter,364.02,1,4
F0731,1.0,6.0,6.0,Starter,617.18,0,7
F0732,9.0,99.0,1.0,Enterprise,12531.2,0,8
F0733,26.0,77.0,2.0,Professional,2309.93,0,3
F0734,1.0,52.0,1.0,Professional,6681.68,0,9
F0735,5.0,62.0,7.0,Professional,4722.39,0,7
F0736,20.0,103.0,1.0,Enterprise,25042.67,0,10
F0737,1.0,39.0,4.0,Professional,3653.13,1,7
F0738,19.0,128.0,0.0,Enterprise,22949.77,0,7
F0739,1.0,58.0,,Professional,3174.2,1,7
F0740,6.0,74.0,1.0,Professional,3502.24,0,4
F0741,5.0,87.0,3.0,Professional,,1,6
F0742,2.0,8.0,4.0,Starter,385.67,0,3
F0743,5.0,76.0,1.0,Professional,5511.94,0,2
F0744,7.0,28.0,2.0,Professional,7039.53,0,0
F0745,1.0,35.0,5.0,Starter,328.8,1,8
F0746,10.0,96.0,1.0,Enterprise,32231.45,0,8
F0747,1.0,72.0,1.0,Professional,2016.4,0,0
F0748,1.0,27.0,5.0,Professional,3767.91,0,9
F0749,17.0,115.0,0.0,Enterprise,24483.75,0,8
F0750,1.0,93.0,1.0,Professional,5136.2,0,5
F0751,1.0,6.0,3.0,Starter,283.14,1,5
F0752,47.0,186.0,3.0,Enterprise,29570.66,0,8
F0753,16.0,54.0,2.0,Professional,7825.5,0,4
F0754,1.0,24.0,4.0,Starter,444.33,1,1
F0755,18.0,19.0,4.0,Starter,1800.75,0,2
F0756,4.0,66.0,2.0,Professional,5119.26,0,0
F0757,4.0,19.0,8.0,Professional,7583.57,1,0
F0758,3.0,43.0,,Professional,2644.56,1,4
F0759,20.0,155.0,5.0,Enterprise,29384.58,0,10
F0760,10.0,46.0,7.0,Professional,1888.58,1,3
F0761,10.0,16.0,9.0,Starter,1778.07,0,6
F0762,7.0,0.0,2.0,Starter,1380.9,1,4
F0763,1.0,9.0,6.0,Starter,803.48,1,5
F0764,7.0,83.0,0.0,Professional,2738.03,0,7
F0765,1.0,2.0,4.0,Starter,1651.41,1,1
F0766,1.0,72.0,0.0,Professional,5421.07,0,5
F0767,10.0,59.0,6.0,Professional,3842.7,0,5
F0768,22.0,112.0,,Enterprise,19983.57,1,7
F0769,1.0,12.0,7.0,Starter,1670.43,0,4
F0770,18.0,105.0,2.0,Enterprise,,0,10
F0771,1.0,10.0,4.0,Starter,270.3,0,1
F0772,9.0,147.0,2.0,Enterprise,32604.62,0,7
F0773,7.0,10.0,6.0,Starter,835.95,0,1
F0774,10.0,100.0,5.0,Professional,3764.52,0,6
F0775,8.0,62.0,5.0,Professional,2828.6,0,5
F0776,10.0,9.0,7.0,Starter,1805.1,1,2
F0777,1.0,24.0,5.0,Starter,513.26,1,5
F0778,6.0,70.0,3.0,Professional,5638.37,1,9
F0779,9.0,13.0,5.0,Professional,7224.97,0,10
F0780,5.0,29.0,1.0,Professional,1726.94,0,4
F0781,5.0,52.0,1.0,Professional,6887.15,1,2
F0782,4.0,15.0,1.0,Professional,4168.9,0,7
F0783,4.0,35.0,4.0,Starter,1350.15,0,7
F0784,9.0,23.0,6.0,Starter,807.57,0,5
F0785,1.0,14.0,5.0,Starter,1421.48,1,7
F0786,42.0,109.0,1.0,Enterprise,14865.96,0,8
F0787,1.0,40.0,7.0,Professional,1642.55,0,4
F0788,1.0,5.0,2.0,Professional,,1,6
F0789,9.0,11.0,7.0,Professional,1606.39,0,5
F0790,22.0,177.0,1.0,Enterprise,30250.68,0,9
F0791,24.0,30.0,6.0,Starter,421.36,0,5
F0792,3.0,40.0,3.0,Professional,4049.43,0,8
F0793,2.0,77.0,3.0,Professional,6846.2,0,7
F0794,14.0,67.0,2.0,Professional,2838.56,1,6
F0795,1.0,21.0,7.0,Starter,1744.84,0,5
F0796,35.0,77.0,2.0,Enterprise,21439.49,0,6
F0797,16.0,65.0,1.0,Enterprise,17886.14,0,8
F0798,11.0,84.0,2.0,Professional,5805.85,1,6
F0799,18.0,5.0,1.0,Professional,3719.03,1,6
F0800,23.0,115.0,2.0,Enterprise,17376.79,0,8
F0801,9.0,45.0,4.0,Professional,6267.92,0,6
F0802,4.0,10.0,8.0,Starter,688.68,1,2
F0803,11.0,62.0,2.0,Professional,2805.02,0,8
F0804,8.0,38.0,5.0,Professional,6749.7,0,6
F0805,5.0,64.0,2.0,Professional,6734.91,1,0
F0806,3.0,58.0,9.0,Professional,4734.31,0,4
F0807,36.0,182.0,0.0,Enterprise,22219.7,0,9
F0808,44.0,78.0,0.0,Enterprise,26794.07,0,8
F0809,10.0,55.0,5.0,Professional,4810.28,0,4
F0810,1.0,19.0,10.0,Starter,892.38,1,3
F0811,27.0,112.0,1.0,Enterprise,34862.14,1,9
F0812,31.0,,1.0,Enterprise,11986.29,0,9
F0813,6.0,27.0,5.0,Starter,1226.18,0,4
F0814,,130.0,2.0,Enterprise,31918.3,0,8
F0815,20.0,81.0,2.0,Enterprise,26554.81,0,9
F0816,9.0,65.0,4.0,Professional,7226.0,0,8
F0817,16.0,97.0,7.0,Professional,3686.18,0,7
F0818,18.0,54.0,3.0,Professional,3267.95,0,4
F0819,3.0,14.0,11.0,Starter,1717.42,0,1
F0820,7.0,30.0,7.0,Starter,848.82,0,2
F0821,47.0,90.0,1.0,Enterprise,,0,10
F0822,16.0,32.0,3.0,Starter,380.72,1,4
F0823,1.0,24.0,4.0,Starter,1536.09,1,8
F0824,22.0,,2.0,Professional,5068.39,0,5
F0825,8.0,38.0,4.0,Professional,3245.98,1,5
F0826,35.0,104.0,2.0,Enterprise,21351.61,0,8
F0827,9.0,0.0,4.0,Starter,1424.19,1,3
F0828,1.0,17.0,5.0,Starter,122.58,0,2
F0829,16.0,33.0,3.0,Professional,5643.54,0,3
F0830,19.0,62.0,1.0,Professional,5020.34,0,7
F0831,1.0,2.0,6.0,Starter,518.54,1,6
F0832,19.0,78.0,2.0,Professional,6394.38,1,0
F0833,23.0,22.0,9.0,Starter,676.58,1,3
F0834,6.0,7.0,3.0,Starter,626.04,1,3
F0835,15.0,63.0,,Professional,4562.92,0,4
F0836,48.0,57.0,5.0,Professional,5894.97,0,8
F0837,6.0,164.0,1.0,Enterprise,33078.84,0,0
F0838,9.0,29.0,3.0,Professional,2418.82,0,4
F0839,8.0,51.0,3.0,Professional,4077.04,0,4
F0840,2.0,38.0,4.0,Professional,1935.43,0,7
F0841,7.0,15.0,5.0,Starter,1541.25,1,4
F0842,1.0,68.0,3.0,Professional,4410.26,0,7
F0843,12.0,8.0,7.0,Starter,1443.17,1,2
F0844,32.0,109.0,3.0,Enterprise,16699.25,0,6
F0845,2.0,24.0,9.0,Starter,1704.2,0,0
F0846,1.0,,4.0,Professional,4976.38,1,7
F0847,5.0,19.0,7.0,Starter,1892.85,0,8
F0848,18.0,115.0,1.0,Enterprise,10128.0,0,8
F0849,1.0,49.0,5.0,Professional,4842.8,0,10
F0850,1.0,68.0,3.0,Professional,6481.96,0,7
F0851,8.0,,3.0,Starter,1240.29,1,1
F0852,25.0,13.0,0.0,Professional,1650.76,0,6
F0853,3.0,20.0,4.0,Starter,,0,5
F0854,45.0,94.0,2.0,Enterprise,16053.12,0,6
F0855,2.0,0.0,8.0,Starter,573.63,1,5
F0856,6.0,0.0,6.0,Starter,1022.75,1,6
F0857,7.0,12.0,10.0,Starter,1130.1,0,4
F0858,1.0,29.0,5.0,Professional,6480.87,0,5
F0859,1.0,0.0,,Professional,4056.28,1,5
F0860,6.0,11.0,5.0,Starter,935.92,1,3
F0861,4.0,42.0,4.0,Professional,4977.24,0,3
F0862,2.0,51.0,2.0,Professional,4063.52,0,4
F0863,1.0,39.0,3.0,Professional,7444.56,0,5
F0864,7.0,100.0,3.0,Professional,7033.14,0,6
F0865,19.0,67.0,4.0,Professional,4457.33,0,4
F0866,31.0,42.0,2.0,Professional,1501.27,0,4
F0867,4.0,14.0,2.0,Starter,1811.78,1,5
F0868,3.0,29.0,3.0,Starter,336.24,0,4
F0869,17.0,148.0,0.0,Enterprise,14601.84,0,7
F0870,38.0,78.0,2.0,Enterprise,12113.75,0,0
F0871,3.0,30.0,1.0,Professional,,0,5
F0872,1.0,7.0,5.0,Starter,1625.47,0,0
F0873,1.0,44.0,2.0,Professional,5266.76,0,7
F0874,43.0,40.0,7.0,Professional,7714.62,1,4
F0875,2.0,15.0,5.0,Starter,539.76,1,1
F0876,,22.0,7.0,Starter,1022.71,0,3
F0877,20.0,77.0,2.0,Professional,7853.28,0,3
F0878,48.0,,,Professional,6871.88,0,5
F0879,4.0,0.0,5.0,Starter,1484.37,1,3
F0880,,4.0,9.0,Starter,459.05,0,1
F0881,1.0,9.0,7.0,Starter,1561.87,0,5
F0882,3.0,23.0,4.0,Professional,,1,5
F0883,,26.0,4.0,Starter,1108.02,0,6
F0884,5.0,3.0,12.0,Starter,1257.41,1,4
F0885,11.0,70.0,3.0,Professional,5460.86,1,0
F0886,1.0,0.0,3.0,Starter,1480.39,1,6
F0887,1.0,,3.0,Professional,5801.06,0,5
F0888,5.0,13.0,5.0,Starter,229.9,1,3
F0889,1.0,30.0,6.0,Starter,968.96,0,1
F0890,4.0,3.0,5.0,Starter,1361.64,1,6
F0891,11.0,40.0,3.0,Professional,3423.95,1,5
F0892,14.0,108.0,1.0,Enterprise,16452.53,0,7
F0893,30.0,115.0,0.0,Enterprise,11363.32,0,9
F0894,,46.0,2.0,Professional,4221.0,0,1
F0895,11.0,46.0,6.0,Professional,7914.4,0,5
F0896,7.0,11.0,2.0,Starter,642.11,0,5
F0897,1.0,0.0,8.0,Starter,1109.73,1,3
F0898,33.0,149.0,0.0,Enterprise,28067.41,1,7
F0899,1.0,43.0,7.0,Starter,125.64,0,3
F0900,16.0,17.0,3.0,Starter,1810.84,0,1
F0901,1.0,3.0,3.0,Starter,834.45,0,5
F0902,3.0,4.0,6.0,Starter,1751.32,0,3
F0903,4.0,21.0,2.0,Starter,174.0,1,3
F0904,7.0,64.0,3.0,Professional,2446.81,1,5
F0905,1.0,47.0,1.0,Professional,3596.44,0,6
F0906,30.0,142.0,0.0,Enterprise,17327.47,0,9
F0907,23.0,58.0,1.0,Enterprise,30890.44,0,8
F0908,1.0,22.0,7.0,Starter,121.28,1,1
F0909,5.0,17.0,4.0,Starter,1318.11,0,5
F0910,17.0,30.0,1.0,Professional,2353.53,0,6
F0911,1.0,19.0,3.0,Professional,,1,6
F0912,3.0,16.0,6.0,Starter,1579.29,0,6
F0913,11.0,90.0,4.0,Professional,4749.49,0,6
F0914,2.0,49.0,2.0,Professional,2882.47,0,8
F0915,,33.0,3.0,Professional,5624.22,0,8
F0916,9.0,59.0,4.0,Professional,2515.68,1,7
F0917,11.0,33.0,4.0,Starter,461.05,0,2
F0918,19.0,132.0,0.0,Enterprise,24920.63,0,8
F0919,10.0,68.0,3.0,Professional,7942.98,0,8
F0920,3.0,27.0,12.0,Starter,1793.02,1,1
F0921,17.0,134.0,1.0,Enterprise,24013.9,0,8
F0922,8.0,35.0,2.0,Professional,5000.49,0,5
F0923,35.0,67.0,0.0,Enterprise,34956.39,0,0
F0924,14.0,31.0,4.0,Professional,5058.08,0,7
F0925,12.0,27.0,1.0,Professional,4230.76,1,6
F0926,2.0,21.0,4.0,Starter,1828.16,0,2
F0927,5.0,22.0,7.0,Starter,544.95,1,5
F0928,5.0,59.0,1.0,Professional,2133.92,0,0
F0929,14.0,23.0,2.0,Professional,5621.59,0,4
F0930,3.0,32.0,6.0,Starter,282.11,1,2
F0931,2.0,10.0,6.0,Starter,808.98,1,4
F0932,34.0,138.0,1.0,Enterprise,19436.59,0,9
F0933,16.0,121.0,1.0,Enterprise,22783.53,0,8
F0934,4.0,,2.0,Professional,7945.79,0,7
F0935,,20.0,7.0,Starter,519.87,0,7
F0936,2.0,8.0,5.0,Starter,813.94,1,1
F0937,3.0,28.0,5.0,Starter,351.26,0,4
F0938,25.0,72.0,0.0,Enterprise,24405.57,0,9
F0939,30.0,4.0,7.0,Starter,1482.58,1,0
F0940,6.0,87.0,3.0,Professional,4633.5,0,8
F0941,2.0,20.0,5.0,Starter,567.08,0,8
F0942,5.0,118.0,2.0,Professional,5535.77,0,6
F0943,1.0,56.0,2.0,Professional,5004.53,1,5
F0944,36.0,171.0,1.0,Enterprise,12622.01,0,9
F0945,5.0,0.0,12.0,Starter,870.8,1,5
F0946,2.0,0.0,3.0,Starter,926.87,0,1
F0947,5.0,23.0,0.0,Starter,1966.97,1,3
F0948,15.0,67.0,1.0,Enterprise,30930.72,0,8
F0949,28.0,114.0,1.0,Enterprise,27828.01,0,8
F0950,1.0,84.0,3.0,Professional,7277.05,0,5
F0951,3.0,67.0,11.0,Professional,6280.65,0,5
F0952,,55.0,6.0,Professional,7372.11,0,4
F0953,1.0,10.0,7.0,Starter,203.65,1,5
F0954,38.0,126.0,3.0,Enterprise,20313.79,0,10
F0955,4.0,69.0,3.0,Professional,6354.84,0,4
F0956,1.0,38.0,2.0,Professional,5291.42,0,3
F0957,13.0,64.0,5.0,Professional,2638.58,0,6
F0958,1.0,25.0,7.0,Starter,746.93,1,3
F0959,1.0,12.0,6.0,Starter,703.77,0,6
F0960,8.0,56.0,1.0,Professional,3198.75,0,3
F0961,4.0,19.0,3.0,Starter,751.96,1,2
F0962,20.0,68.0,4.0,Professional,4846.55,0,1
F0963,4.0,23.0,3.0,Starter,1724.25,0,6
F0964,4.0,29.0,6.0,Professional,6323.21,0,6
F0965,8.0,9.0,3.0,Starter,1686.97,1,3
F0966,7.0,42.0,1.0,Professional,7243.42,0,3
